id,uatu:date,smartbi:customer,smartbi:product_code,smartbi:product_name,smartbi:product_family,smartbi:sold_quant,smartbi:sold_price,smartbi:unit_cost,smartbi:product_category,smartbi:provider,smartbi:delivery_country,smartbi:delivery_address,smartbi:delivery_street,smartbi:delivery_city,smartbi:delivery_pc,smartbi:delivery_region
149,15/10/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,110,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
150,19/10/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,109,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
151,20/10/2020,Cliente W,A101,Prodotto 1,Famiglia A1,108,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
152,20/10/2020,Cliente W,A101,Prodotto 1,Famiglia A1,107,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
153,28/10/2020,Cliente W,A101,Prodotto 1,Famiglia A1,106,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
154,28/10/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,105,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
155,06/11/2020,Cliente W,A101,Prodotto 1,Famiglia A1,104,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
156,09/11/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,103,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
157,16/11/2020,Cliente X,A101,Prodotto 1,Famiglia A1,102,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
158,18/11/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,101,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
159,19/11/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,100,77.0,61.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
160,23/11/2020,Cliente X,A101,Prodotto 1,Famiglia A1,99,77.1,61.4,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
161,24/11/2020,Cliente X,A101,Prodotto 1,Famiglia A1,98,77.2,69.1,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
162,24/11/2020,Cliente W,A101,Prodotto 1,Famiglia A1,97,77.3,69.2,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
163,26/11/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,96,77.0,69.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
164,27/11/2020,Cliente W,A101,Prodotto 1,Famiglia A1,95,77.1,69.4,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
165,27/11/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,94,77.2,69.5,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
166,30/11/2020,Cliente X,A101,Prodotto 1,Famiglia A1,93,77.3,70.0,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
167,01/12/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,92,77.4,70.1,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
168,09/12/2020,Cliente W,A101,Prodotto 1,Famiglia A1,91,77.5,70.1,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
169,10/12/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,90,78.0,70.2,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
170,11/12/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,89,78.1,70.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
171,14/12/2020,Cliente X,A101,Prodotto 1,Famiglia A1,88,78.2,70.0,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
172,16/12/2020,Cliente W,A101,Prodotto 1,Famiglia A1,87,78.3,70.1,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vibo Valentia,Vibo Valentia,Calabria
173,16/12/2020,Cliente X,A101,Prodotto 1,Famiglia A1,86,78.0,70.2,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
174,17/12/2020,Cliente W,A101,Prodotto 1,Famiglia A1,85,78.1,70.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
175,18/12/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,84,78.2,70.4,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
176,22/12/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,83,78.3,70.5,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
177,23/12/2020,Cliente W,A101,Prodotto 1,Famiglia A1,82,78.4,71.0,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
178,23/12/2020,Cliente W,A101,Prodotto 1,Famiglia A1,81,78.5,71.0,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
179,28/12/2020,Cliente X,A101,Prodotto 1,Famiglia A1,80,79.0,71.1,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
180,30/12/2020,Cliente W,A101,Prodotto 1,Famiglia A1,79,79.1,71.2,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
181,30/12/2020,Cliente X,A101,Prodotto 1,Famiglia A1,78,79.2,71.3,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
182,31/12/2020,Cliente Y,A101,Prodotto 1,Famiglia A1,77,79.3,71.0,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
182,31/12/2020,Cliente Z,A101,Prodotto 1,Famiglia A1,77,79.3,71.0,Categoria 1,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
183,01/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,54.0,40.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
184,02/01/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,212,53.0,40.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
185,09/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,221,54.0,41.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
186,10/01/2020,Cliente W,B102,Prodotto 2,Famiglia B1,234,52.0,41.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
187,13/01/2020,Cliente W,B102,Prodotto 2,Famiglia B1,233,51.0,41.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
188,15/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,268,54.0,41.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
189,17/01/2020,Cliente X,B102,Prodotto 2,Famiglia B1,245,56.0,42.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
190,20/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,254,52.0,42.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
191,21/01/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,276,50.0,42.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
192,23/01/2020,Cliente X,B102,Prodotto 2,Famiglia B1,211,50.0,43.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
193,24/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,51.0,43.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
194,29/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,52.0,43.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
195,29/01/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,51.0,44.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
196,30/01/2020,Cliente X,B102,Prodotto 2,Famiglia B1,220,50.0,44.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
197,30/01/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,220,50.0,44.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
198,30/01/2020,Cliente W,B102,Prodotto 2,Famiglia B1,220,49.0,44.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
199,03/02/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,243,51.0,45.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
200,03/02/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,239,48.0,45.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
201,04/02/2020,Cliente W,B102,Prodotto 2,Famiglia B1,245,50.0,45.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
202,05/02/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,264,50.3,46.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
203,13/02/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,260,51.0,45.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
204,13/02/2020,Cliente X,B102,Prodotto 2,Famiglia B1,258,51.3,45.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
205,14/02/2020,Cliente W,B102,Prodotto 2,Famiglia B1,233,51.2,45.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
206,17/02/2020,Cliente X,B102,Prodotto 2,Famiglia B1,248,51.5,44.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
207,19/02/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,231,52.2,44.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
208,20/02/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,52.1,44.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
209,21/02/2020,Cliente X,B102,Prodotto 2,Famiglia B1,240,52.4,44.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
210,28/02/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,212,53.1,43.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
211,03/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,210,53.0,43.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
212,03/03/2020,Cliente W,B102,Prodotto 2,Famiglia B1,209,53.3,43.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
213,04/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,220,54.0,42.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
214,04/03/2020,Cliente W,B102,Prodotto 2,Famiglia B1,211,54.3,42.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
215,05/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,212,54.2,42.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
216,05/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,230,54.5,41.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vibo Valentia,Vibo Valentia,Calabria
217,06/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,205,55.2,41.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
218,06/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,210,55.1,41.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
219,10/03/2020,Cliente W,B102,Prodotto 2,Famiglia B1,222,55.4,41.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
220,10/03/2020,Cliente W,B102,Prodotto 2,Famiglia B1,208,56.1,40.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
221,10/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,204,56.0,40.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
222,11/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,201,56.3,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
223,12/03/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,200,57.0,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
224,12/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,199,57.3,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
225,18/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,198,57.2,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
226,18/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,197,57.5,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
227,20/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,196,58.2,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
228,23/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,195,58.1,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
229,23/03/2020,Cliente X,B102,Prodotto 2,Famiglia B1,194,58.4,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
230,25/03/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,193,59.1,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
231,27/03/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,192,59.0,40.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
232,30/03/2020,Cliente W,B102,Prodotto 2,Famiglia B1,191,59.3,40.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
233,06/04/2020,Cliente W,B102,Prodotto 2,Famiglia B1,190,60.0,41.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
234,06/04/2020,Cliente X,B102,Prodotto 2,Famiglia B1,189,60.3,41.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
235,09/04/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,188,60.2,41.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
236,14/04/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,187,60.5,41.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
237,14/04/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,186,61.2,42.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
238,15/04/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,185,61.1,42.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
239,15/04/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,184,61.4,42.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
240,16/04/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,183,62.1,43.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
241,16/04/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,182,62.0,43.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
242,16/04/2020,Cliente X,B102,Prodotto 2,Famiglia B1,181,62.3,43.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
243,17/04/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,180,63.0,44.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
244,20/04/2020,Cliente X,B102,Prodotto 2,Famiglia B1,179,63.3,44.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
245,22/04/2020,Cliente X,B102,Prodotto 2,Famiglia B1,178,63.2,44.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
246,23/04/2020,Cliente W,B102,Prodotto 2,Famiglia B1,177,63.5,44.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
247,24/04/2020,Cliente W,B102,Prodotto 2,Famiglia B1,176,64.2,45.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
248,24/04/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,175,64.1,45.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
249,29/04/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,176,64.4,45.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
250,29/04/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,177,65.1,46.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
251,30/04/2020,Cliente W,B102,Prodotto 2,Famiglia B1,178,65.0,45.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
252,01/05/2020,Cliente W,B102,Prodotto 2,Famiglia B1,179,65.3,45.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
253,04/05/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,180,66.0,45.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
254,04/05/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,181,65.0,45.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
255,06/05/2020,Cliente X,B102,Prodotto 2,Famiglia B1,182,64.4,45.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
256,07/05/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,183,64.2,44.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
257,11/05/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,184,63.2,44.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
258,11/05/2020,Cliente X,B102,Prodotto 2,Famiglia B1,185,63.0,44.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
259,12/05/2020,Cliente W,B102,Prodotto 2,Famiglia B1,186,62.0,44.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
260,13/05/2020,Cliente W,B102,Prodotto 2,Famiglia B1,187,61.4,44.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
261,13/05/2020,Cliente W,B102,Prodotto 2,Famiglia B1,188,61.2,43.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
262,13/05/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,189,60.2,43.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
263,14/05/2020,Cliente X,B102,Prodotto 2,Famiglia B1,190,60.0,43.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
264,14/05/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,191,59.0,43.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
265,15/05/2020,Cliente X,B102,Prodotto 2,Famiglia B1,192,58.4,43.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
266,18/05/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,193,58.2,42.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
267,18/05/2020,Cliente W,B102,Prodotto 2,Famiglia B1,194,57.2,42.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
268,22/05/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,195,57.0,42.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
269,22/05/2020,Cliente W,B102,Prodotto 2,Famiglia B1,196,56.0,42.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
270,01/06/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,197,55.4,42.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
271,02/06/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,198,55.2,41.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
272,02/06/2020,Cliente W,B102,Prodotto 2,Famiglia B1,199,54.2,41.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
273,10/06/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,200,54.0,41.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
274,16/06/2020,Cliente W,B102,Prodotto 2,Famiglia B1,201,53.0,41.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
275,16/06/2020,Cliente W,B102,Prodotto 2,Famiglia B1,202,52.4,41.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
276,18/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,203,52.2,40.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
277,19/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,204,51.2,40.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
278,24/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,205,51.0,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
279,25/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,206,50.0,40.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
280,26/06/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,207,49.4,40.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
281,26/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,208,49.2,39.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
282,30/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,209,48.2,39.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
283,30/06/2020,Cliente X,B102,Prodotto 2,Famiglia B1,210,48.1,36.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
284,02/07/2020,Cliente W,B102,Prodotto 2,Famiglia B1,211,48.0,36.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
285,03/07/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,212,40.3,28.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
286,07/07/2020,Cliente W,B102,Prodotto 2,Famiglia B1,213,40.2,28.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
287,10/07/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,214,40.1,28.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
288,13/07/2020,Cliente W,B102,Prodotto 2,Famiglia B1,215,40.0,28.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
289,13/07/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,216,39.5,27.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
290,13/07/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,217,39.4,27.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
291,16/07/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,218,39.3,27.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
292,20/07/2020,Cliente X,B102,Prodotto 2,Famiglia B1,219,39.2,27.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
293,27/07/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,39.1,27.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
294,28/07/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,221,39.0,27.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
295,29/07/2020,Cliente W,B102,Prodotto 2,Famiglia B1,222,39.3,27.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
296,06/08/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,223,39.2,27.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
297,06/08/2020,Cliente W,B102,Prodotto 2,Famiglia B1,224,39.1,27.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
298,07/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,225,39.0,27.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
